bedrooms,bathrooms,floors,condition,sqft_lot,yr_built,price,Column
3,2,2,4,6000,1993,282000,
3,2,1,4,5400,1906,840500,
3,1,1,4,8134,1959,432000,
3,1,1,4,4800,1927,625000,
3,1,1,4,6134,1948,209977,
2,1,1,3,13531,1979,174000,
4,2,1,4,8540,1977,740000,
3,1,1,4,4500,1909,518000,
3,1,1,4,3225,1915,539000,
3,2,1,3,9600,1978,575000,
2,1,2,3,976,2010,530000,
4,1,1,4,54014,1935,242025,
3,1,1,3,7500,1978,230000,
4,2,1,3,7500,1965,350000,
3,1,1,3,11520,1958,595000,
3,1,1,3,6829,1983,440000,
3,1,1,3,6000,1904,550000,
4,2,1,3,5940,1963,940000,
3,1,2,3,1751,2007,375000,
2,1,1,3,4592,1939,567500,
3,2,1,5,50800,1968,735000,
2,1,1,3,5200,1928,114000,
2,1,1,4,3600,1913,608000,
3,1,1,3,47419,1980,442500,
4,2,1,3,5250,1981,381800,
3,2,1,5,3978,1919,330000,
2,1,1,3,2640,1973,90000,
2,1,1,4,8625,1941,312000,
3,1,1,4,8100,1955,339000,
3,1,1,4,8000,1967,313000,
3,2,2,3,6500,1988,618080,
3,2,2,3,8755,1979,325000,
4,1,1,3,7620,1966,242000,
2,1,1,3,7311,1978,364000,
3,1,1,5,5750,1925,545000,
3,2,2,3,16173,1988,445000,
4,2,2,4,10830,1980,10855000000,
4,2,1,3,10000,1964,660000,
4,2,1,3,35610,1989,845000,
4,2,1,3,4000,1907,417000,
2,1,1,4,5200,1952,213800,
2,1,1,4,6200,1946,400000,
4,3,2,5,7560,2005,759950,
4,2,2,3,5930,2003,990000,
3,1,1,5,10250,1963,710000,
1,1,1,4,4600,1910,315000,
4,2,1,5,14810,1977,515000,
3,2,1,5,3729,1922,638000,
4,2,1,4,8100,1946,370000,
3,1,1,3,14850,1968,184000,
3,2,2,3,6600,2002,583800,
3,1,1,3,7320,1968,309500,
1,1,1,3,5000,1923,299000,
2,1,1,3,7200,1943,215000,
4,2,1,3,10500,1961,410000,
2,1,1,3,6000,1939,478000,
2,1,1,4,6500,1918,431000,
4,2,2,3,35430,1997,635000,
5,2,2,4,12000,1973,648000,
3,2,2,3,11172,1993,640000,
5,4,2,3,6705,1995,932808,
2,2,1,3,6815,2002,835000,
2,1,1,3,7020,1942,469775,
5,3,2,4,52595,1989,587000,
3,2,1,5,3600,1923,677915,
4,3,1,4,9200,1976,1075000000,
4,3,1,3,5700,1953,671000,
5,3,2,3,9780,2007,695000,
4,2,1,3,13320,1944,205000,
4,1,1,4,7200,1955,350000,
3,1,2,4,7930,1980,360000,
4,2,2,3,4198,2008,313999,
3,2,1,3,7225,1979,300000,
2,1,1,3,11747,1981,452000,
3,2,1,3,57934,1978,495500,
3,1,1,4,40500,1961,288000,
3,1,1,4,7194,1967,227490,
3,2,2,4,16420,1989,470950,
4,2,2,3,4187,2010,735000,
7,2,1,5,4400,1914,730000,
3,2,2,4,7000,1985,412000,
4,2,2,3,6326,2008,589500,
7,1,1,3,8636,1962,291000,
3,1,1,4,10458,1961,190000,
2,1,1,3,7733,1904,456200,
3,1,1,4,8470,1966,225000,
3,2,1,3,21064,1968,2000000,
4,2,2,3,15091,1997,740000,
3,1,1,3,5511,1948,467000,
2,1,1,3,7554,1946,385000,
3,2,2,3,4763,1985,670000,
4,2,1,4,5760,1959,500000,
3,2,1,5,6000,1945,352450,
4,2,2,3,7591,1989,669888,
3,2,1,3,7300,1957,405000,
3,1,1,4,8000,1956,518000,
4,1,1,3,6288,1974,280000,
3,2,2,3,2375,2005,435000,
3,2,1,3,9732,1996,314950,
2,2,2,3,3003,2005,209900,
4,2,2,4,31705,1980,630000,
4,1,1,4,12688,1962,442000,
4,1,1,2,13440,1944,340000,
3,1,1,4,6956,1957,230000,
5,2,1,3,22120,1955,495200,
4,2,2,3,6745,1998,900000,
2,1,1,3,4600,1917,265000,
3,1,1,3,65558,1977,489500,
3,2,1,4,44866,1985,335000,
3,3,2,3,12700,1990,585000,
4,2,1,4,7200,1950,800000,
4,2,2,4,53578,1985,379500,
3,1,1,4,8000,1959,475000,
3,2,1,4,8800,1961,520000,
4,2,2,3,4338,2001,515000,
2,1,1,4,5515,1926,577500,
3,2,1,4,9672,1963,269900,
3,1,1,4,5952,1964,329000,
3,1,1,3,1920,1905,458500,
4,2,1,4,11171,1947,890000,
4,2,2,3,7334,2003,361500,
5,3,1,4,10626,1963,2535000000,
2,1,1,3,8374,1984,325000,
4,2,1,3,13367,1952,945000,
3,2,2,3,4244,2005,370000,
1,2,2,3,7111,1999,320000,
2,2,1,3,4908,2006,450000,
4,2,2,4,18303,1994,800000,
3,2,2,3,3825,1995,676000,
4,1,2,4,5000,1921,12725000000,
3,1,1,3,7980,1972,290000,
3,1,1,4,8925,1962,158000,
4,1,1,5,9389,1960,379950,
4,2,2,3,4000,2001,583000,
2,1,1,4,5700,1957,150000,
3,2,2,3,6992,1990,261500,
4,2,2,3,3777,2004,278000,
4,2,1,3,7140,1977,555000,
3,1,1,3,8173,1958,355000,
4,1,1,3,6650,1958,375000,
3,1,1,1,12681,1918,227000,
4,2,1,4,103672,1969,335000,
3,2,1,3,23900,1975,680000,
2,1,1,4,5025,1928,686500,
3,1,1,3,26642,1988,410000,
2,1,1,3,13300,1921,425000,
3,2,1,3,7549,1988,562500,
4,2,2,3,6976,2003,345000,
4,2,1,4,11500,1979,627500,
3,1,1,3,36300,1962,355000,
3,2,2,3,5876,1986,335000,
4,3,1,3,4228,1953,350000,
3,1,1,3,58370,1978,590000,
3,2,2,3,6788,1990,252000,
5,4,1,5,9270,1968,1295000000,
4,2,2,3,5001,1947,705000,
3,2,1,3,8400,1968,498000,
2,1,1,3,7227,1948,312500,
4,1,1,2,5375,1962,260000,
3,1,1,4,9600,1967,209950,
3,1,1,4,10402,1967,610000,
4,1,1,3,7100,1906,500000,
3,3,1,3,7050,1928,850000,
4,2,1,5,11700,1961,689000,
4,2,2,3,4680,1974,470000,
3,3,2,3,5175,2002,640000,
4,1,1,3,7200,1960,290000,
3,2,2,3,9000,1983,258500,
3,1,1,3,22320,1977,420000,
3,1,1,3,9083,1955,230000,
3,1,1,4,6865,1986,252000,
3,2,2,3,4506,2003,515000,
2,1,1,4,4635,1905,425000,
3,2,2,3,2320,1994,575000,
2,1,1,4,5160,1909,390000,
4,2,1,3,9800,1968,561500,
5,2,1,5,7830,1955,835000,
2,1,1,3,15000,1933,245000,
3,2,2,3,3980,2000,475200,
2,1,1,4,5024,1941,425000,
2,1,2,3,7755,1952,218000,
4,2,2,3,6536,1999,600000,
4,2,1,3,7210,1967,545000,
5,2,1,3,23250,1918,2408000000,
5,3,1,3,5050,1992,460000,
2,1,1,3,6413,1950,425000,
3,1,1,4,8360,1955,455000,
3,2,1,3,12821,1994,313100,
4,3,2,4,59863,1987,780000,
4,2,2,3,9682,1999,345500,
3,1,1,5,8034,1975,243000,
5,3,1,4,9600,1973,670000,
3,1,1,3,7560,1983,325000,
2,1,1,3,12500,1951,281000,
3,1,1,4,5100,1913,130000,
3,2,2,3,9798,1995,340000,
4,2,2,4,51396,1977,485000,
4,2,2,3,6398,2014,642860,
3,1,1,3,4800,1911,747000,
4,2,2,3,7200,1979,559950,
4,2,2,3,7200,2008,577288,
2,1,1,3,2726,1920,575000,
3,1,1,4,6000,1953,287000,
4,3,2,3,9889,2012,1149000000,
2,1,1,3,8900,1945,335000,
4,2,2,2,12500,1966,375000,
2,1,1,3,14823,1926,325000,
3,2,1,4,220414,1976,530000,
4,2,1,3,7081,1977,287000,
5,3,1,3,7000,1979,320000,
4,2,2,3,4400,2006,425000,
3,1,1,4,6009,1954,550000,
3,1,1,2,8450,1961,135000,
3,1,1,4,5687,1924,695000,
5,2,1,4,9648,1977,975000,
4,1,1,3,28710,1950,210000,
4,1,1,4,8768,1951,518000,
3,1,2,3,6780,1930,335500,
4,3,2,3,7020,1984,750000,
3,1,1,4,12000,1956,515000,
4,2,1,3,5453,2002,344500,
3,1,1,3,6723,1958,470000,
4,1,1,3,9848,1967,606150,
4,2,1,3,7712,1998,292000,
3,2,2,3,426452,1979,450000,
3,1,1,3,5043,1957,429000,
4,2,2,3,38119,1988,765000,
2,1,1,3,2500,1905,425000,
4,2,2,3,5340,2000,505000,
3,1,1,3,7371,1957,544950,
3,2,1,3,4840,1936,382000,
3,1,2,3,25157,1978,475000,
3,1,2,4,4790,1982,355000,
4,2,1,5,9000,1972,410000,
4,2,1,3,5008,1900,450000,
7,4,1,3,9066,1978,565000,
2,1,1,4,6528,1941,529100,
4,2,2,3,6454,2006,452500,
4,2,1,3,8000,1967,245000,
1,1,1,3,2550,1954,415000,
4,2,2,3,15899,1990,610000,
4,1,1,5,9702,1962,363500,
3,2,1,4,12630,1969,510000,
4,2,2,3,28298,1996,650000,
4,2,2,4,9015,1973,290000,
3,1,1,2,6750,1944,170000,
2,1,1,3,5280,1900,510000,
4,2,2,3,7379,1987,316000,
4,2,2,4,13463,1989,690000,
2,1,1,5,5200,1952,199950,
3,1,1,3,7740,1960,207000,
4,2,1,4,8400,1976,449950,
3,1,1,2,257875,1980,361550,
4,3,2,3,57538,1996,824000,
3,1,1,5,10050,1957,537000,
4,2,2,4,9525,1974,838400,
2,1,1,3,4758,1947,225000,
3,2,1,4,5198,1982,329900,
4,1,1,4,34925,1942,282500,
3,1,1,4,11960,1969,229950,
2,1,1,3,12059,1947,500000,
3,1,1,3,6557,1967,495000,
3,1,1,4,9450,1959,149500,
3,2,1,4,10033,1974,726000,
4,2,2,3,10295,1998,899000,
3,1,1,5,8925,1955,317000,
1,1,1,3,3000,1953,395000,
4,3,2,3,6740,1999,360000,
4,2,2,3,6738,1996,570000,
4,2,2,3,5000,2003,320000,
3,1,1,3,30185,1976,320000,
5,2,2,3,4564,2004,268000,
2,1,1,5,3400,1905,191000,
2,1,1,4,7440,1949,400000,
2,1,1,5,5000,1907,515000,
4,2,2,3,9010,2004,610000,
2,1,1,3,3060,1929,538000,
3,2,2,4,4036,2003,432000,
4,2,2,3,8592,1978,335000,
5,1,1,5,8642,1926,302000,
4,1,1,3,9382,1963,787500,
3,1,1,5,7055,1937,420000,
3,2,2,3,216493,1991,560000,
3,2,2,3,6634,1989,535000,
3,2,1,3,6771,1990,310000,
5,2,1,5,5250,1910,760000,
3,1,2,3,1905,2005,242500,
6,3,1,3,7200,1911,1313000000,
3,1,1,5,7153,1949,235000,
4,2,1,4,12160,1963,598780,
3,2,2,3,16200,2002,433200,
2,1,1,5,9920,1942,343000,
2,1,1,3,8125,1964,145000,
1,1,1,3,21727,1952,291970,
3,1,1,3,7910,1949,599950,
4,2,1,3,22710,1908,1749000000,
4,1,1,3,11000,1964,870000,
4,2,2,4,9083,1992,323000,
4,3,2,3,9703,2001,727000,
1,1,1,3,17332,1988,166000,
4,1,1,3,12204,1961,450000,
3,2,1,3,23100,1967,400000,
3,2,1,3,23100,1967,599000,
3,1,1,4,19200,1908,165000,
2,1,1,3,7408,1941,229000,
1,1,1,3,7500,1946,305000,
3,3,2,3,4446,2001,930000,
3,2,1,3,15985,1964,542000,
3,1,1,4,9147,1900,214000,
3,2,2,3,7200,2001,718000,
3,2,3,3,1002,2002,349000,
3,2,2,3,8000,1997,305000,
3,2,2,4,2640,1900,498000,
4,3,2,3,196817,1993,799950,
3,2,2,3,7800,1997,737000,
4,3,2,3,10005,2001,860000,
3,2,1,3,34041,1984,339950,
3,2,1,3,7673,1982,249000,
2,1,1,2,5525,1910,370000,
3,2,1,4,12262,1964,725000,
5,2,1,4,91476,1976,529000,
4,2,1,4,8100,1988,310000,
4,2,2,3,9163,1981,315000,
3,2,2,5,12744,1964,435000,
3,1,1,4,10800,1979,350000,
3,1,1,3,7800,1948,240000,
3,2,2,3,3750,1987,410000,
4,2,2,3,5249,2003,430000,
4,2,1,3,8375,1974,446000,
3,1,1,5,9760,1984,240000,
4,3,1,4,35736,1970,595000,
3,1,1,4,4770,1969,215150,
2,1,1,5,5824,1949,319950,
3,2,2,3,9912,2000,385000,
3,2,2,3,6700,1991,280000,
3,2,1,3,7300,1974,399950,
3,1,1,3,10500,1967,132500,
2,1,1,4,2856,1916,399950,
2,1,1,3,6800,1948,290000,
5,2,1,4,8592,1958,860000,
4,1,1,3,7200,1948,245000,
3,1,1,3,7980,1956,255000,
4,3,2,3,7200,1976,310000,
3,1,1,3,8100,1955,299000,
4,2,2,4,5508,1996,575000,
3,1,1,3,8214,1944,284000,
3,1,1,4,4800,1926,840000,
3,1,1,3,7567,1980,442573,
3,1,1,3,7028,1931,560000,
3,2,1,4,4160,1917,485000,
4,1,1,4,8536,1961,472500,
8,3,2,3,4600,1987,808000,
3,1,1,4,16001,1950,398000,
3,2,2,3,6000,2003,340000,
2,1,1,3,4000,1910,380000,
3,1,1,3,6173,1948,235000,
3,1,1,3,9900,1956,400000,
5,2,1,4,12335,1968,582000,
2,1,1,3,6120,1962,209000,
5,3,1,4,7700,1962,335000,
2,1,1,5,7120,1942,285950,
5,2,2,4,52476,1975,645000,
2,1,1,4,7500,1916,312000,
3,2,1,3,59677,1967,663000,
3,1,1,3,36000,1946,443950,
3,2,1,3,5750,1981,315000,
4,1,1,3,10396,1964,302200,
3,2,2,4,2658,1979,770000,
4,1,1,3,8160,1974,374950,
3,2,2,3,7557,1989,330000,
2,1,1,4,7020,1942,230000,
4,2,2,3,7250,2010,967000,
4,2,2,3,3515,2000,536500,
6,4,2,4,4240,1993,315000,
3,1,1,4,4240,1924,626000,
4,2,1,4,9305,1960,334009,
2,1,1,2,5000,1924,429000,
4,2,2,3,44431,1987,818000,
5,2,2,3,6342,2013,326000,
5,3,1,3,5000,1997,310000,
4,2,1,4,7680,1947,525000,
3,2,1,3,4400,1986,350000,
4,2,2,3,8897,2001,936000,
3,1,1,3,7200,1954,226000,
3,1,1,4,507038,1985,428000,
3,1,1,3,5040,1971,329932,
3,1,1,3,5040,1971,539000,
3,1,1,4,7700,1977,275000,
4,2,2,3,35010,1993,590000,
4,2,2,3,24604,1997,782000,
4,2,2,3,9603,1985,575000,
3,2,2,3,9315,1996,509000,
4,2,1,4,13300,1968,290000,
3,1,1,3,9000,1956,305240,
3,2,1,4,4976,1930,555000,
3,2,1,3,8228,1980,317000,
3,2,1,3,5040,1971,430000,
2,1,1,4,4144,1962,850000,
3,2,1,3,10659,1976,469000,
2,2,1,4,8425,1942,327200,
3,3,2,4,12523,1977,835000,
4,2,2,3,13445,1990,360000,
4,2,2,3,8658,1999,372000,
3,1,1,4,11484,1968,453000,
2,1,1,5,11317,1931,275000,
4,2,2,4,7260,1963,475000,
4,2,1,3,9720,1986,310000,
4,2,1,5,8460,1957,173000,
5,3,1,3,94960,1985,313500,
3,2,2,3,1489,2007,345000,
3,1,1,3,10200,1955,436000,
2,1,1,3,14500,1939,244500,
3,1,1,4,9800,1968,206000,
4,2,2,3,9158,2005,890000,
4,2,2,3,8874,1986,329950,
3,1,1,3,286355,1996,250000,
3,2,1,3,203861,1949,246000,
3,1,1,3,19747,1979,440000,
4,1,1,3,8117,1975,395000,
3,1,1,5,5150,1918,305000,
3,2,1,3,8682,1985,160000,
3,2,1,3,8682,1985,269000,
3,1,1,3,10023,1962,169500,
4,2,2,3,8920,2014,690500,
2,1,1,3,9693,1957,245560,
4,2,2,3,13498,1987,345000,
4,1,1,4,19607,1958,383000,
3,2,2,3,944,2007,388500,
3,1,1,3,8548,1985,250000,
3,1,1,4,19000,1973,455500,
3,1,1,4,8573,1954,672000,
4,1,1,2,128502,1958,550000,
3,1,1,3,12632,1959,487000,
4,2,2,3,6233,2001,291375,
3,1,1,3,15850,1946,225000,
5,3,2,4,10200,1974,519950,
3,2,2,4,8400,1990,250000,
3,1,1,5,2400,1900,614950,
4,2,2,4,10260,1984,599500,
4,1,1,3,13660,1952,625000,
2,1,1,4,10064,1958,248500,
5,2,1,4,4200,1921,469950,
3,1,1,4,10956,1970,525000,
2,2,2,4,6928,1949,787500,
4,2,1,3,15935,2005,485000,
2,1,1,3,5379,1919,310000,
5,2,1,3,7919,1966,280000,
4,1,1,4,42966,1922,200000,
3,2,2,3,7363,2006,490000,
3,1,1,3,4770,1969,146000,
5,3,2,3,25474,1986,500000,
3,1,1,3,7380,1959,242500,
3,1,1,3,7288,1959,324950,
2,1,1,4,7615,1943,231500,
3,2,2,3,9827,1989,300000,
4,2,2,3,50595,1997,545000,
3,1,1,5,8583,1955,350000,
3,1,1,3,8645,1973,467100,
3,1,1,3,8500,1959,180000,
4,1,2,4,5000,1920,749000,
3,2,2,3,11593,1989,245000,
5,1,1,5,7350,1962,260000,
3,3,3,3,2940,1985,490000,
4,2,2,3,4602,2003,565000,
4,2,2,3,7490,1983,330000,
3,1,1,4,7575,1963,295000,
3,1,1,4,6000,1903,725000,
4,2,2,3,10602,1999,1135000000,
3,2,1,3,6300,1956,680000,
2,1,1,4,9300,1947,490000,
3,1,1,4,6985,1926,635000,
3,2,1,4,715690,1979,750000,
4,2,2,3,8098,1983,330000,
3,2,2,3,1189,2007,270000,
3,2,2,3,3716,1997,340000,
3,1,1,3,3960,1951,413252,
4,2,2,3,5803,2007,600000,
5,3,2,3,7261,1999,726888,
2,1,1,4,6400,1943,285000,
2,1,1,4,5680,1929,365000,
4,2,1,3,7200,1964,295000,
3,2,1,3,7350,1969,460000,
3,1,1,3,10588,1947,230000,
3,1,1,5,6109,1951,337000,
3,1,1,3,6300,1957,300000,
4,2,2,3,5500,2003,360000,
3,2,2,3,10839,1987,585000,
3,2,1,3,6650,1978,182700,
3,2,1,3,6650,1978,305000,
3,2,2,3,7838,1994,309950,
3,1,1,3,12527,1972,550000,
3,2,1,3,26413,1985,825000,
2,1,1,4,4400,1914,998500,
4,2,2,3,5342,2004,644500,
3,2,1,5,8636,1968,320000,
3,2,2,3,4803,2005,266950,
4,2,2,3,33305,1993,633100,
2,1,1,3,6700,1951,395000,
3,1,1,3,5904,1947,259250,
3,1,1,4,5000,1968,300000,
3,1,1,3,139392,1977,413000,
3,2,1,3,8491,1958,435000,
4,2,1,4,15000,1976,500000,
4,1,1,3,5481,1953,402000,
3,2,1,3,251460,1995,777700,
2,1,1,4,5000,1938,580000,
3,1,1,3,40392,1986,570000,
2,1,1,3,6000,1950,174950,
2,1,1,3,3001,1913,300000,
3,1,1,3,6988,1950,435000,
4,2,2,3,8405,2000,840000,
5,2,1,3,7543,1966,469000,
4,1,2,4,3600,1907,870000,
4,1,1,4,7029,1979,532000,
4,1,1,3,11400,1955,455000,
3,1,1,5,25277,1961,201000,
5,3,2,3,13087,1991,649000,
2,1,1,3,6670,1941,445500,
3,2,1,4,11502,1984,475000,
4,2,2,3,29013,1992,590000,
4,1,2,3,8296,1935,565000,
1,1,1,2,10280,1920,110000,
3,2,1,3,7740,1974,375000,
3,1,1,4,8528,1967,255000,
5,1,1,3,14800,1937,315000,
4,2,1,4,8400,1961,496600,
3,1,1,3,4800,1944,380000,
3,1,1,4,22496,1974,338950,
5,3,1,3,42500,1989,542500,
5,2,1,4,5000,1913,739000,
4,1,2,4,3060,1906,549000,
3,2,1,4,7881,1977,252000,
4,4,2,3,15246,2004,169889000000,
4,1,1,5,5100,1909,735000,
4,2,1,4,8063,1978,270000,
2,1,1,3,43056,1990,155000,
4,2,1,3,5624,1961,469000,
4,2,2,5,5250,1965,305000,
3,1,1,5,4500,1924,675000,
3,2,1,4,6600,1929,931000,
3,1,1,3,11398,1950,385000,
3,2,2,3,12442,2001,815000,
3,2,1,3,8390,1979,531000,
4,1,1,4,3600,1901,386500,
3,1,1,3,11085,1983,475580,
2,1,1,3,5077,1939,358000,
5,1,2,3,4730,1918,677500,
3,2,3,3,3942,2008,868500,
3,1,1,4,7350,1967,599380,
4,2,1,3,11960,1979,712000,
5,1,1,3,7620,1955,350000,
4,2,1,3,6000,1921,875000,
3,2,2,3,7350,1988,365000,
4,2,1,3,6150,1945,452000,
3,2,1,5,9750,1957,915000,
3,2,2,3,3068,2005,482500,
3,1,1,4,7200,1949,425000,
2,1,1,5,4160,1916,460000,
4,2,1,5,7400,1913,666570,
3,2,1,4,32112,1980,390000,
4,1,1,4,8215,1966,650000,
3,2,1,3,8487,1993,305000,
3,1,1,3,8100,1949,250000,
4,2,2,3,4432,2004,438800,
2,1,1,5,5650,1943,290000,
4,2,2,4,4800,1929,324950,
3,2,2,4,1838,1991,453000,
3,1,1,4,4005,1929,556000,
3,2,1,3,11135,1971,315000,
3,2,2,3,5449,2003,445830,
3,3,1,4,19966,1992,287200,
4,1,1,3,6360,1945,525000,
4,4,2,3,17621,2003,1135000000,
3,1,1,4,18246,1967,381000,
3,1,1,4,7020,1953,360000,
5,3,3,3,2932,2004,619000,
2,1,1,4,224769,1976,535000,
2,1,1,5,5100,1905,402000,
4,3,2,3,70407,1992,600000,
3,2,1,3,8690,1974,549950,
4,2,1,3,7440,1955,300000,
6,2,2,4,9870,1969,360000,
7,3,2,3,8521,1986,419000,
3,3,3,3,1012,2009,510000,
3,2,2,3,9907,1991,319950,
4,2,2,3,6003,2003,381000,
3,2,2,3,3951,1992,256900,
5,1,1,4,30456,1964,346000,
2,2,3,3,1222,2009,465000,
3,2,1,3,9975,1973,545000,
2,1,1,4,3090,1925,516000,
4,2,1,4,5100,1968,550000,
4,2,2,4,7150,1990,339950,
3,1,1,4,8514,1953,417000,
4,2,1,3,5000,1951,906000,
4,2,2,4,9800,1973,980000,
4,2,2,3,5079,2001,555000,
2,1,1,4,7029,1986,468000,
3,1,1,3,117176,1981,378000,
4,2,1,5,16020,1962,430000,
4,2,2,3,14300,2003,730100,
4,1,1,3,7944,1961,219000,
3,2,1,3,11953,1990,570000,
4,2,1,3,7036,1979,262500,
5,2,2,3,9216,2003,525000,
2,1,1,4,3880,1919,520000,
3,3,1,4,12285,1970,417400,
4,3,2,3,5759,2003,788000,
3,1,1,4,7400,1956,320000,
6,1,1,4,5000,1920,950000,
3,1,1,3,8100,1955,255000,
4,2,2,3,6671,1989,260000,
3,1,1,4,7930,1923,394000,
4,2,2,3,27441,1996,575000,
3,2,1,3,7800,1969,385000,
5,2,1,4,193406,1968,456000,
4,2,1,3,5000,1979,637000,
5,1,1,3,9900,1964,485000,
3,1,1,3,8040,1951,315275,
2,1,1,3,8710,1967,252500,
2,1,1,3,24319,1966,240000,
4,2,1,4,12760,1949,790000,
3,1,1,3,7830,1952,310000,
2,1,1,5,5038,1942,425000,
3,2,2,3,4099,2001,548000,
3,2,1,4,14054,1986,379880,
3,2,2,3,9906,1988,530000,
3,2,1,5,220300,1977,695000,
3,1,1,3,4000,1928,435000,
3,1,1,3,62290,1983,540000,
3,2,1,3,10209,1967,425000,
3,2,2,3,7266,2005,490000,
4,1,1,3,6000,1923,220000,
4,2,2,3,3784,2001,540000,
3,1,1,3,6195,1946,670000,
3,1,1,3,20423,1953,667500,
3,3,2,3,2197,2010,585000,
3,1,1,4,12500,1976,225000,
3,1,1,3,9877,1954,375000,
3,2,1,4,8847,1967,335000,
5,3,2,3,15815,2014,680000,
3,1,1,3,4800,1950,600000,
4,2,1,3,8043,1954,161000,
4,2,1,3,8043,1954,220000,
3,1,1,3,5000,1932,420000,
3,1,1,3,2250,1909,710000,
4,2,1,4,7221,1958,626000,
3,1,1,4,8040,1959,279500,
2,1,1,3,5000,1954,325000,
4,2,1,4,7980,1966,380000,
4,2,1,4,9820,1979,470000,
4,3,2,3,12142,1986,363000,
4,2,2,3,7700,1977,245000,
3,1,1,3,3520,1902,525000,
4,2,1,3,5000,1963,658500,
2,1,1,4,8442,1941,680000,
4,2,2,4,16025,1987,835000,
4,2,2,3,2175,2005,595000,
4,2,2,3,4980,2005,419000,
2,1,1,4,18700,1940,198900,
4,3,1,3,12080,1988,1085000000,
3,3,2,3,4368,1998,500000,
4,1,1,4,8100,1960,575000,
2,1,3,3,1516,2000,324950,
3,2,2,4,7980,1964,259000,
2,2,1,3,9604,1990,551000,
2,1,1,3,5125,1942,488000,
4,2,2,4,46173,1980,635000,
3,2,2,3,8938,1989,395000,
3,1,1,4,8287,1928,370000,
4,3,1,5,5000,1919,675000,
3,1,1,3,6825,1954,402000,
3,2,2,4,24192,1987,825000,
3,2,1,3,223027,1962,579000,
5,2,2,3,3000,1983,455000,
3,2,2,3,6527,1989,265000,
5,2,1,4,9163,1976,713500,
3,1,1,4,12670,1962,240000,
4,3,2,3,217800,2006,570000,
3,1,1,4,27760,1981,243800,
2,1,1,4,3864,1918,543000,
4,2,2,4,17008,1979,625000,
4,2,2,3,6567,2006,459950,
4,2,1,3,39704,1985,370000,
4,2,1,3,7254,1959,150000,
3,1,1,3,5756,1946,683500,
3,2,2,3,2208,2007,499950,
2,1,1,3,9967,1919,255000,
3,2,2,3,7779,1989,279000,
5,3,2,3,5096,2009,910000,
4,2,2,3,7945,2006,699000,
4,3,1,3,13530,1924,1651000000,
3,1,1,4,8800,1981,248000,
3,1,1,4,37950,1959,429000,
4,1,1,3,15239,1930,685000,
2,1,1,3,5040,1927,316000,
2,1,1,3,7540,1921,410000,
3,1,1,3,15843,1955,299000,
2,1,1,4,6400,1938,559000,
3,2,2,4,100188,1978,575000,
3,2,2,3,3804,1998,602000,
4,2,2,3,5000,1907,492000,
3,2,2,3,5024,2004,293500,
3,2,1,5,14810,1967,481000,
4,2,1,4,8078,1977,311100,
3,1,1,4,13598,1970,375000,
3,3,1,3,435600,1999,1075000000,
5,2,1,3,8400,1968,500000,
3,1,1,4,6250,1918,553000,
3,2,1,3,1750,1927,760000,
4,1,1,4,3200,1960,589500,
5,2,1,3,20824,1959,840000,
4,3,2,5,8805,1928,2546000000,
3,2,2,3,46609,1997,1275000000,
3,2,1,3,7875,1968,260000,
3,2,3,3,1469,2004,430000,
3,2,3,3,1896,2000,781000,
2,1,1,3,13170,1947,280000,
5,2,1,3,32481,1958,392000,
3,1,1,4,8856,1959,466200,
3,1,1,5,3975,1926,641000,
3,1,1,3,8010,1951,350000,
3,2,2,3,4364,1996,450000,
3,1,2,3,1848,1966,185000,
2,1,1,5,12507,1958,290000,
3,2,2,3,9475,1999,964000,
4,3,2,3,18000,2000,2000000,
3,2,1,4,15693,1979,545000,
3,2,1,4,10350,1979,609950,
4,2,1,5,7626,1941,605000,
4,2,1,4,9163,1961,550000,
4,2,2,3,4268,2009,905000,
3,2,2,4,7613,1986,384200,
3,1,1,3,1105,1965,370000,
3,1,1,3,4000,1931,717500,
4,3,2,4,7500,1933,1999000000,
2,1,1,4,15624,1909,365500,
2,1,1,3,5700,1912,580000,
4,1,1,5,14760,1940,415000,
2,1,1,4,6300,1942,272000,
3,1,1,4,6360,1945,600000,
4,3,2,3,5352,1941,744000,
3,3,1,3,10521,2004,830000,
3,3,3,3,1225,2000,322000,
3,2,1,3,19200,2005,270000,
3,1,1,3,7973,1954,272450,
3,3,2,3,2114,2008,605000,
3,1,1,4,8325,1962,510000,
4,3,2,3,4000,1999,1125000000,
4,2,2,3,7500,1937,1688000000,
4,1,1,4,16638,1975,162000,
3,1,1,4,5850,1973,337500,
3,2,1,4,7857,1973,312000,
4,3,2,3,199253,2004,740000,
4,3,2,3,199253,2004,700000,
4,1,1,3,8136,1948,328000,
3,1,1,3,7538,1981,241000,
3,2,1,4,6750,1980,265000,
5,1,1,4,10200,1958,246000,
4,1,1,3,9112,1940,271000,
2,1,1,3,8398,1962,270000,
4,2,1,3,7085,1944,395000,
3,2,1,3,5715,1957,340000,
3,1,1,3,13260,1948,340000,
2,2,2,3,1246,2007,335000,
2,1,1,4,3036,1943,435000,
4,1,1,5,3600,1926,527950,
2,2,2,4,18919,1976,600000,
3,1,1,3,3880,1963,667000,
10,5,1,3,10920,2008,1148000000,
3,2,2,3,11211,2000,417000,
4,1,1,3,7250,1943,451000,
2,1,1,3,9780,1943,580000,
