bedrooms,bathrooms,floors,waterfront,condition,grade,sqft_lot,yr_built,price
4,3,2,0,3,10,199253,2004,740000
4,3,2,0,3,10,199253,2004,700000
4,1,1,0,3,7,8136,1948,328000
3,1,1,0,3,7,7538,1981,241000
3,2,1,0,4,7,6750,1980,265000
5,1,1,0,4,7,10200,1958,246000
4,1,1,0,3,6,9112,1940,271000
2,1,1,0,3,7,8398,1962,270000
4,2,1,0,3,7,7085,1944,395000
3,2,1,0,3,7,5715,1957,340000
3,1,1,0,3,7,13260,1948,340000
2,2,2,0,3,8,1246,2007,335000
2,1,1,0,4,6,3036,1943,435000
4,1,1,0,5,7,3600,1926,527950
2,2,2,1,4,8,18919,1976,600000
3,1,1,0,3,8,3880,1963,667000
10,5,1,0,3,9,10920,2008,1148000000
3,2,2,0,3,8,11211,2000,417000
4,1,1,0,3,6,7250,1943,451000
2,1,1,0,3,7,9780,1943,580000
4,2,2,0,4,8,36446,1977,570000
5,3,2,0,3,7,7500,1937,750000
3,2,2,0,3,9,7700,2001,685000
3,2,1,0,3,7,9764,1944,275000
3,2,2,0,4,8,43177,1989,739888
2,2,1,0,3,8,5581,2002,715000
4,2,1,0,3,7,4400,1913,800000
3,1,1,0,3,7,9000,1923,350000
3,1,1,0,4,6,223462,1933,220000
3,2,2,0,3,7,7791,2002,452500
4,2,2,0,3,7,5893,2008,280000
1,1,1,0,3,6,12000,1918,248000
2,1,1,0,3,7,7200,1949,305000
3,1,1,0,3,7,4000,1954,435010
3,1,1,0,5,8,2860,1931,678100
3,2,3,0,3,8,1694,2007,325000
3,2,1,0,3,7,8400,1968,529950
3,1,1,0,5,7,8529,1951,440000
3,1,1,0,3,7,4800,1928,585000
3,2,2,0,3,8,2778,2014,462608
3,1,1,0,3,7,5200,1974,350500
3,1,1,0,3,7,8125,1956,210000
3,2,2,0,3,8,5929,1993,510000
3,2,1,0,4,7,7630,1959,280000
3,1,1,0,3,7,14389,1963,385000
3,1,1,0,4,6,8184,1947,349000
3,2,1,0,3,7,10836,1981,252000
4,2,2,0,3,10,8881,1932,1.1e+006
3,2,2,0,3,7,8004,1985,375000
4,2,2,0,4,8,11700,1967,336000
3,3,2,0,4,8,6517,1977,732000
2,1,1,0,3,6,6227,1949,200000
4,2,2,0,3,9,7277,2006,681716
3,1,1,0,4,6,12246,1971,235000
3,1,1,0,3,7,13825,1955,257500
3,1,1,0,3,7,9497,1955,315000
3,1,1,0,4,6,8000,1950,299950
4,2,1,0,3,7,8640,1969,530000
2,1,1,0,4,8,6930,1947,766500
4,2,1,0,3,10,11119,1986,860000
3,2,2,0,3,9,4961,1944,690000
4,1,1,0,3,7,6348,1962,551000
3,2,1,0,4,7,20150,1955,530000
3,1,1,0,3,7,7260,1953,568000
3,2,2,0,3,9,10773,1992,749950
3,2,1,0,3,9,12546,1983,535000
3,1,1,0,3,7,9779,1963,234300
2,1,1,0,3,6,11450,1946,190000
4,1,1,0,5,7,6600,1960,525000
4,1,1,0,4,7,3708,1926,610000
3,2,3,0,3,8,1165,2006,520000
2,1,1,0,3,6,6000,1942,375000
3,1,1,0,3,7,7416,1967,600000
4,2,1,0,5,8,16200,1974,664000
2,1,1,0,3,7,4080,1923,698000
3,2,3,0,3,7,1306,2001,418000
3,1,1,0,4,7,13068,1974,271675
3,1,1,0,4,6,9028,1968,450000
3,2,1,0,3,9,78843,2006,759000
6,3,1,0,3,7,4129,1994,599950
4,2,1,0,3,8,5000,1927,810000
3,1,1,0,3,7,10000,1972,331292
3,1,1,0,3,7,2417,1919,348000
2,1,1,0,4,7,5600,1920,435000
3,2,2,0,3,8,9063,1992,530000
3,1,2,0,3,7,9837,1989,227000
3,1,1,0,3,7,42070,1953,285000
4,2,1,0,3,8,26136,1977,740000
3,1,1,0,4,6,9145,1939,246000
3,1,1,0,3,7,8710,1954,260000
3,2,1,0,3,7,10200,1977,366000
4,3,2,0,3,7,9480,1948,594950
3,2,2,0,4,7,5000,1946,608000
3,2,1,0,5,6,11875,1905,313100
3,1,1,0,3,7,9085,1967,185000
2,1,1,0,3,6,11480,1907,455000
3,2,1,0,4,8,9051,1966,235000
3,1,1,0,4,7,12289,1967,230000
4,2,1,0,5,7,5000,1955,770000
4,2,2,0,3,7,7614,1991,240000
3,2,2,0,3,7,3026,2002,461000
4,2,1,0,5,8,10500,1963,1.58e+006
4,4,2,0,3,12,88714,2006,18225000000
3,2,2,0,3,7,4000,2004,452000
4,2,2,0,3,9,5043,2003,765000
4,4,1,0,4,9,54013,1989,1.05e+006
3,3,1,0,4,7,9999,1983,546000
3,2,1,0,5,8,4463,1931,781000
4,1,1,0,4,7,7953,1965,538000
4,2,1,0,5,8,8664,1975,790000
4,2,1,0,5,7,4400,1925,696500
3,2,1,0,4,7,8137,1988,276000
2,1,1,0,3,6,8612,1953,269000
5,4,2,0,3,13,24250,1996,2415000000
4,2,1,0,4,8,59677,1973,829000
2,1,1,0,3,6,6840,1942,122000
3,1,1,0,3,7,7680,1955,352500
4,2,1,0,5,6,7560,1959,249000
4,2,1,0,3,7,7803,1962,360000
3,2,1,0,3,10,10584,1994,629500
4,2,2,0,5,9,127631,1924,1.14e+006
2,2,1,0,4,8,15593,1942,1.55e+006
3,1,1,0,4,7,7695,1959,275000
4,2,2,0,3,8,6961,2005,697000
2,1,1,0,3,7,17335,1978,379500
3,2,1,0,3,10,76531,1980,720000
4,2,2,0,3,9,5548,2006,675000
5,2,2,0,3,9,6000,1907,1169000000
3,2,2,0,5,8,6888,1939,1.1e+006
4,1,1,0,5,7,3500,1926,520000
3,1,1,0,4,7,7500,1962,415000
3,2,2,0,3,8,1536,2000,415000
3,2,1,0,4,7,8312,1963,450000
2,1,1,0,3,8,4080,1948,485000
3,2,2,0,3,7,9600,1984,294000
4,3,2,0,3,11,10660,2003,1037000000
3,1,2,0,3,8,4000,1905,690000
5,2,2,0,3,11,38461,2000,716500
2,2,3,0,3,8,1137,2007,481000
4,2,1,0,4,7,4635,1968,575000
3,2,1,0,5,7,5015,1920,785000
3,1,1,0,3,7,43995,1970,480000
3,2,2,0,4,8,9297,1981,720000
3,2,2,0,4,7,34548,1984,536000
4,2,2,0,3,7,7965,2000,324900
2,1,1,0,3,6,5160,1943,265000
3,2,1,0,5,7,3210,1928,545000
2,1,1,0,3,7,27075,1940,465000
3,2,2,0,3,7,7320,1987,292500
4,1,1,0,4,7,3720,1924,860000
4,3,2,0,3,10,47480,1995,1045000000
4,2,2,0,3,7,7245,2003,495000
2,2,3,0,3,7,1462,1997,342000
4,2,2,0,3,7,10051,1997,320000
3,2,2,0,3,8,2610,1987,444000
4,2,2,0,3,10,8086,2005,804100
3,2,1,0,4,7,15000,1970,432000
6,1,1,0,4,5,4838,1905,230000
4,3,2,0,3,11,11200,2001,935000
3,3,1,0,5,8,2650,1930,634950
6,4,1,0,3,8,5720,1963,780000
4,2,2,0,3,8,4200,1998,611000
4,1,1,0,3,7,4175,1944,475999
3,2,1,0,3,9,9450,1979,565000
4,2,2,0,3,8,26720,1977,630000
4,3,2,0,3,10,18334,1996,840000
3,2,1,0,3,10,432036,1996,790000
5,2,1,0,4,7,209523,1925,450000
4,3,1,0,5,8,4000,1927,1272000000
3,2,1,0,5,7,3760,1925,520000
4,2,1,0,3,7,8712,1958,446800
3,1,1,0,3,8,6122,1948,652000
3,2,2,0,4,10,12130,1987,1.17e+006
4,3,2,0,3,10,7024,2006,745000
3,2,2,0,3,8,1406,2014,594000
2,1,1,0,3,6,3700,1929,257000
4,1,2,0,3,7,4096,1900,485000
3,1,1,0,3,6,20040,1943,330000
3,2,1,0,3,6,8946,1996,381000
2,2,2,0,3,9,641203,1990,849900
4,2,1,0,4,8,4080,1930,793000
3,2,2,0,4,7,5353,1947,920000
2,1,1,0,4,6,4000,1947,455000
4,2,2,0,3,11,7494,2000,975000
2,1,2,0,3,8,1046,2007,375000
2,2,2,0,3,8,1811,2001,400000
3,1,1,0,4,7,7200,1965,447000
3,1,1,0,4,7,8600,1987,470000
4,2,2,0,3,8,7582,2004,665000
3,1,1,0,3,6,41550,1933,295500
4,2,2,0,3,8,8638,1994,200000
3,2,2,0,3,9,212137,2005,620000
3,2,1,0,3,7,11067,1983,434900
4,2,2,0,5,9,4640,1907,1328000000
4,3,2,0,3,10,7500,2006,1.65e+006
4,2,2,0,3,9,6315,2000,852500
3,2,2,0,4,10,34670,1983,790000
4,1,1,0,3,8,7350,1966,565000
6,3,2,0,3,10,24700,1989,11275000000
3,2,2,0,3,7,1436,2004,289950
2,2,1,0,5,8,13939,1963,850000
4,1,1,0,5,7,4800,1922,505000
3,2,2,0,3,7,5633,1981,372000
4,2,1,0,4,7,7728,1967,207000
3,1,1,0,4,8,10495,1967,780000
4,1,1,0,3,7,20283,1965,400000
3,1,1,0,4,7,8124,1948,440250
2,2,1,0,3,8,7920,1949,585000
4,2,2,0,3,9,9972,1993,850000
3,3,2,0,3,7,3192,1991,570000
4,3,2,0,3,9,30884,1988,869000
4,2,2,0,3,8,5988,2014,551000
3,1,1,0,4,6,8378,1962,172380
3,2,1,0,4,7,78843,1964,355000
4,2,2,0,3,9,10194,1993,728935
3,2,2,0,4,9,1919,1981,850000
5,1,2,0,3,6,48787,1922,515000
2,1,1,0,4,7,5325,1925,215000
4,2,1,0,4,7,9826,1988,220000
4,2,2,0,3,9,7675,2004,845000
1,1,1,0,4,6,4000,1928,390000
4,1,1,0,3,5,18599,1940,135000
3,1,1,0,4,8,19007,1949,439000
4,2,2,0,3,9,6185,1999,585000
5,1,1,0,4,7,16800,1923,620000
3,1,1,0,4,7,3600,1906,477000
2,1,2,0,3,8,1722,2006,399500
2,1,1,1,4,7,27332,1951,500000
3,2,2,0,3,8,8867,1984,432500
4,2,1,0,5,9,18673,1965,940000
5,3,1,0,3,12,11979,2008,316875000000
3,2,2,0,3,11,11610,1982,1.08e+006
4,2,1,0,4,7,5200,1977,229999
3,1,1,0,3,7,7657,1955,233000
3,2,2,0,3,8,8016,2004,600000
4,1,1,0,4,7,7620,1965,334000
3,1,1,0,4,7,8164,1950,332500
3,2,1,0,3,7,7700,1978,249900
3,2,1,0,3,7,12180,1918,310000
2,1,1,0,3,6,8520,1928,200000
4,1,1,0,4,7,11200,1969,310000
3,1,1,0,3,5,6000,1954,230000
4,2,2,0,3,8,5414,1997,420000
4,2,2,0,3,9,4750,2005,785000
3,2,1,0,4,10,19225,1972,1775000000
5,1,1,0,5,6,7112,1920,265000
2,1,1,0,3,6,10465,1951,295000
4,2,2,0,3,11,46644,1992,896000
4,2,1,0,4,9,9968,1989,415000
3,1,1,0,5,6,5478,1955,250000
3,2,2,0,3,11,5000,1984,1475000000
5,2,1,0,4,8,6000,1966,635000
3,2,2,0,3,10,48787,1987,905000
3,2,2,0,3,7,5613,2003,528000
3,2,2,0,3,9,7480,1992,530000
3,1,2,0,3,7,3104,1988,310000
3,1,1,0,4,7,9465,1960,252000
3,2,1,0,3,7,8160,1961,334500
3,1,1,0,3,8,8480,1951,370000
3,2,1,0,4,6,7840,1918,311000
3,2,2,0,3,7,4131,1975,260000
3,1,1,0,4,7,9546,1984,217500
3,2,2,0,3,7,4240,2003,290000
3,1,1,0,3,6,4600,1944,500000
3,2,1,0,3,7,6000,1984,423500
4,2,2,0,3,9,5722,2005,715000
3,2,2,0,3,7,3121,1994,299000
3,2,2,0,3,8,4007,2005,635000
4,2,2,0,3,10,9629,1999,806000
3,2,2,0,3,7,3480,2004,289950
3,1,1,0,4,7,6603,1981,280000
3,2,2,0,3,9,6000,2004,479950
4,2,2,0,3,7,9793,2002,394000
4,2,2,0,3,9,203425,1979,682000
2,1,1,0,4,6,3000,1918,409950
4,3,2,0,5,9,4200,1925,1000000
4,1,1,0,3,7,6600,1908,436000
3,1,1,0,3,7,15975,1952,279000
1,1,1,0,3,7,4920,1923,390000
3,1,1,1,4,7,167125,1955,635000
4,2,2,0,4,7,8100,1990,304400
5,1,1,0,3,7,3800,1927,780000
4,3,2,0,5,8,210201,1974,520000
3,1,1,0,3,7,10633,1978,580000
3,1,1,0,3,7,7198,1981,274000
3,2,1,0,3,7,7906,1980,315000
4,1,1,0,4,8,77574,1971,390000
5,2,1,0,3,7,8220,1956,340000
3,2,2,0,4,8,45613,1983,502000
3,1,1,0,3,8,11180,1968,260000
2,1,1,0,4,6,4800,1911,399000
2,1,1,0,3,7,6345,1919,312500
3,1,1,0,5,7,8254,1951,370000
4,3,2,0,3,10,13224,1990,1.24e+006
3,1,1,0,3,8,9630,1967,230000
4,1,1,0,4,9,8448,1947,1275000000
3,1,1,0,3,6,5120,1925,294350
3,1,1,0,4,5,5700,1956,208950
2,1,1,0,3,8,5570,2005,515000
4,2,2,0,3,11,9575,1994,965000
4,2,2,0,3,9,3400,1923,925000
4,1,1,0,3,8,5000,1947,654500
4,2,1,0,4,8,11050,1969,364000
2,1,1,0,3,7,5208,1951,150000
5,3,1,0,3,8,10117,2005,349950
3,1,1,0,4,7,5000,1912,585000
4,2,2,0,4,9,13500,1980,801501
3,1,1,0,3,7,221720,1992,610000
5,2,2,0,4,8,11965,1990,382000
4,3,2,0,3,9,403693,1980,495000
3,1,1,0,3,8,6504,1953,447500
4,2,1,0,4,7,9491,1966,575000
2,1,1,0,4,7,4736,1907,565000
3,1,1,0,3,7,7876,1966,348580
4,1,1,0,2,8,9703,1978,459000
4,2,2,0,2,7,61419,1988,375000
4,2,2,0,3,7,7093,1999,310000
3,1,1,0,4,7,9600,1964,210000
3,2,2,0,3,8,3292,2014,384205
2,1,1,0,3,7,4500,1922,180000
2,1,1,0,3,7,4500,1922,310000
4,2,2,0,3,7,6294,2000,427500
3,3,1,0,3,8,2152,1925,780000
3,2,2,0,3,10,16000,1988,1762000000
4,2,2,0,3,7,4000,2010,339950
3,2,2,0,3,10,9750,1989,820000
2,2,1,0,3,8,3865,2006,398000
3,1,1,0,4,8,39927,1978,492000
4,1,1,0,4,8,14810,1950,240000
4,3,2,0,3,10,15029,1991,599950
2,1,1,0,1,5,7740,1932,105500
2,1,1,0,1,5,7740,1932,445000
2,1,1,0,5,7,426450,1966,390500
3,2,1,0,3,7,8454,1994,255000
4,2,2,0,3,9,10274,1989,675750
3,3,2,0,4,10,5445,1913,1.64e+006
4,2,2,0,3,7,9239,2004,353500
3,1,1,0,4,7,7585,1954,765000
4,2,2,0,3,8,4944,1999,563500
4,2,1,0,3,7,5465,1942,439000
5,2,1,0,4,9,10014,1973,975000
3,2,2,0,3,7,4399,2007,469900
3,1,2,0,3,6,8184,1947,252000
3,2,1,0,4,7,9300,1955,495000
6,2,1,0,3,8,15625,1964,570000
4,2,2,0,3,7,5361,1999,327000
2,2,1,0,4,8,7658,1954,898000
4,2,2,0,3,8,8572,2003,300000
3,2,1,0,3,8,12440,1978,418500
4,2,2,0,3,7,4616,2001,450000
3,2,1,0,5,8,13100,1957,403000
3,1,1,0,4,7,6556,1926,440000
4,1,1,0,3,7,4959,1965,350000
3,2,1,0,3,6,6200,1948,240000
2,1,1,0,4,6,2100,1919,460000
4,1,2,0,3,8,4000,1923,825000
3,2,1,0,4,7,12000,1976,267500
3,1,1,0,4,7,22443,1972,201000
3,2,2,0,3,8,4637,2008,479500
2,1,2,0,4,7,4700,1978,210000
2,1,1,0,3,7,3225,1915,445000
3,1,1,0,3,7,8148,1952,265000
3,1,1,0,3,7,8148,1952,399000
4,2,2,0,4,9,53357,1972,785000
5,2,2,0,3,11,35124,1984,831500
4,2,2,0,3,7,4557,2009,360000
3,2,2,0,3,9,7916,1990,655000
4,1,1,0,4,7,10150,1958,449950
5,2,1,0,3,8,7000,1975,612000
3,2,2,0,3,8,33661,2001,575000
3,2,1,0,3,9,18241,1995,557000
4,1,1,0,5,6,12500,1943,375000
3,2,1,0,4,7,99752,1969,369000
5,2,1,0,4,7,6282,1966,330000
4,1,1,0,3,8,6708,1941,1031000000
2,1,1,0,4,7,4800,1910,550000
3,1,1,0,4,7,7710,1947,338000
4,2,2,0,5,9,13351,1946,1.9e+006
3,1,1,0,3,7,8163,1966,235000
1,1,1,0,4,6,9300,1918,349950
5,2,1,0,5,7,10350,1963,300000
3,1,1,0,5,7,12865,1967,431000
5,2,1,0,4,7,20750,1975,280000
4,2,2,0,3,7,7209,2011,295000
4,2,2,0,3,7,6383,2003,445000
5,1,1,0,3,7,262231,1900,550000
4,2,2,0,3,9,15067,2003,515000
3,2,1,0,4,9,158558,1987,555000
3,2,2,0,3,7,2500,2006,265000
4,2,2,0,5,8,2432,1921,597000
2,1,1,0,4,7,5800,1939,661000
3,2,2,0,3,7,4350,2008,362764
4,2,1,0,3,8,14000,1950,427000
3,1,1,0,3,7,8531,1965,405000
3,1,1,0,3,7,11530,1960,157000
3,1,1,0,3,7,11530,1960,246500
2,1,1,0,3,7,11071,1984,386500
4,2,2,0,3,8,15508,1999,300000
3,1,1,0,3,8,8571,1978,240000
5,3,2,0,3,9,12957,2005,818500
3,1,1,0,4,7,8500,1964,249000
4,2,1,0,3,8,7700,1977,580000
4,2,1,0,3,13,35200,1988,2.34e+006
4,2,2,0,3,8,7366,1997,333000
2,2,1,0,3,7,7605,1992,230000
3,1,1,0,3,6,6180,1974,360500
3,1,1,0,3,8,7200,1962,265000
2,1,1,0,3,7,5000,1941,490000
2,1,1,0,2,7,5000,1925,600000
3,1,1,0,3,7,6530,1969,307500
4,2,1,0,3,8,9636,1976,670000
3,1,1,0,4,7,10583,1922,247200
4,4,2,1,3,11,12195,1979,2.6e+006
3,1,1,0,4,7,8400,1961,440000
4,2,2,0,3,8,7694,1987,700000
4,2,1,0,4,8,8317,1917,756100
4,2,1,0,3,8,19275,1978,555000
5,3,2,0,3,8,3750,2001,830000
3,1,1,0,4,6,8863,1990,180000
5,3,2,0,3,9,5600,2004,775000
4,1,1,0,4,6,18400,1938,220000
4,2,1,0,4,9,15810,1967,650000
3,1,1,0,4,7,9975,1961,410000
4,2,2,0,3,7,5367,2000,339995
5,1,1,0,5,9,9680,1966,1.16e+006
3,2,2,0,4,7,9697,1929,440000
2,1,1,0,3,6,7080,1923,275000
3,2,2,0,3,9,9822,1988,766000
3,2,1,0,4,7,7900,1973,231500
3,2,2,0,3,9,89298,2004,472000
4,2,2,0,4,12,37076,1990,1325000000
4,1,1,0,3,7,8390,1955,265000
2,1,1,0,3,7,6000,1948,325000
3,1,1,0,5,7,8424,1954,364500
2,1,1,0,3,6,8184,1947,322500
3,1,1,0,3,7,4000,1929,338900
5,2,2,0,3,9,4000,1993,910000
5,2,2,0,3,9,4000,1993,1015000000
3,1,1,0,5,6,6869,1919,459950
4,3,1,0,3,9,6224,2009,584950
3,1,1,0,3,7,11313,1987,252000
3,2,1,0,3,7,8470,1992,270000
4,2,2,0,3,10,8938,2005,750000
3,1,1,0,4,8,12350,1960,775000
3,2,2,0,3,8,8120,2004,325000
5,3,2,0,3,9,6422,2012,810000
2,2,2,0,4,8,2128,1974,409000
4,1,1,0,3,7,5340,1947,400000
4,2,2,0,5,7,8270,1962,530000
3,2,2,0,3,7,8506,1987,580000
3,1,1,0,4,7,11340,1987,491300
4,2,1,0,4,7,7350,1980,272000
3,2,1,0,3,9,106722,1985,599950
3,2,2,0,3,8,5146,1992,464000
3,1,1,0,5,7,6000,1905,471001
3,1,1,0,3,7,11616,1980,230000
3,1,1,0,4,6,6695,1959,358000
3,2,1,0,3,7,6183,1929,510000
3,1,1,0,3,6,9480,1960,86500
3,1,1,0,3,6,9480,1960,199950
3,3,3,0,4,10,5432,1978,17125000000
3,2,2,0,4,9,3680,1918,850000
4,2,1,0,4,7,3440,1928,542000
2,1,1,0,3,5,4320,1937,102500
3,1,1,0,3,8,136290,1995,718000
4,2,1,0,4,8,22194,1977,625000
3,1,1,0,4,7,11244,1947,350000
2,1,1,0,3,6,5120,1918,216000
3,1,1,0,3,7,7228,1946,340000
3,1,1,0,3,7,5400,1908,505000
5,2,2,0,3,8,6010,2003,372000
4,2,2,0,4,8,7524,1978,263850
4,3,2,0,4,11,20388,1990,1.35e+006
4,2,2,0,3,8,9899,1987,325000
2,1,1,0,3,6,7740,1924,289000
3,2,1,0,3,7,6600,1987,364000
4,2,1,0,5,8,8800,1980,610000
4,2,1,0,4,8,49765,1958,531500
3,2,2,0,3,8,9540,1979,402500
2,1,1,0,4,5,6250,1922,375000
5,2,1,0,5,8,9108,1979,537500
3,1,1,0,3,8,9066,1962,375000
4,1,1,0,4,7,8840,1979,293550
6,3,2,0,3,8,43787,1976,585000
2,2,2,0,3,6,2693,2003,225000
4,1,1,0,3,7,8684,1957,185000
3,1,1,0,3,7,7375,1968,402000
5,1,1,0,3,7,16617,1963,585000
2,2,3,0,3,9,953,2006,549000
3,2,1,0,4,9,15626,1923,1.81e+006
3,1,1,0,3,7,10529,1967,345000
3,2,1,0,4,7,11985,1963,302500
4,1,1,0,4,7,25500,1964,218500
2,2,1,0,5,7,6840,1916,705000
3,1,1,0,5,6,5525,1969,191000
3,2,2,0,3,9,45254,2001,695000
2,2,2,0,3,7,11770,1947,350000
3,1,1,0,4,7,4080,1979,480000
3,1,1,0,4,6,5200,1977,220000
4,2,2,0,3,7,33578,1977,535000
2,1,1,0,3,10,23400,1951,1000000
3,1,1,0,5,8,7424,1940,592000
4,2,2,0,3,9,6826,2004,775000
3,2,2,0,3,7,4584,2003,320000
3,3,2,0,3,10,15022,1989,760000
3,2,2,0,4,9,8315,1990,640000
3,1,1,0,4,5,5840,1953,253200
2,1,1,0,3,7,9236,1954,228000
3,1,1,0,4,7,9525,1968,325000
4,3,2,0,3,8,35654,1973,530000
4,2,2,0,3,7,3200,2011,300000
3,2,1,0,4,7,6030,1930,418000
4,1,1,0,3,8,9625,1955,415000
3,2,2,0,3,7,4000,2003,384000
3,2,2,0,3,8,8337,1997,325000
3,1,1,0,3,8,12682,1955,600000
4,2,1,0,4,9,9690,1978,760000
2,1,1,0,4,8,3568,1976,168000
3,1,1,0,3,7,3960,1943,405000
3,1,1,0,4,7,10094,1956,479000
3,2,1,0,5,7,5130,1915,549000
3,1,1,0,3,7,33600,1967,215000
2,1,1,0,3,7,5750,1940,550000
4,1,1,0,4,7,7700,1927,389000
3,2,2,0,3,8,15024,1990,447500
5,3,1,0,3,8,5590,2009,540000
4,2,1,0,2,7,9638,1983,273500
5,2,2,0,3,9,10148,2002,257000
2,1,1,0,5,6,7200,1943,199000
4,2,2,0,3,8,10655,1992,339100
4,2,2,0,3,9,7590,1991,435000
3,2,1,0,4,6,3000,1910,400000
2,1,1,0,3,7,365904,1991,356000
3,1,1,0,4,7,6951,1950,395000
2,1,1,0,4,7,4320,1911,575000
3,1,1,0,4,6,5120,1925,515000
4,3,1,0,4,8,3360,1931,618250
3,1,2,0,3,7,7125,1968,245000
3,2,1,0,3,9,3240,1929,690000
5,2,1,0,3,7,10010,1959,465000
3,1,1,0,4,7,8240,1978,280000
3,1,1,0,3,7,6533,1960,285000
3,2,2,0,3,7,7047,1994,320000
4,3,2,0,4,7,9601,1992,355000
3,2,1,0,3,8,10078,1965,670000
1,1,1,0,3,7,7560,1925,550000
4,2,1,0,5,8,4500,1909,765000
3,1,1,0,3,7,5225,1927,430000
3,2,2,0,3,9,8448,2000,950000
4,1,1,0,4,7,7200,1947,525000
6,2,1,0,3,7,8163,1985,300000
3,2,2,0,3,8,7258,2000,345000
3,3,2,0,3,8,150945,1972,838000
5,2,1,0,4,9,20274,1959,1795000000
3,1,2,0,3,8,98445,1978,390000
3,2,2,0,5,7,18815,1979,1.15e+006
4,2,2,0,3,7,5720,2003,295000
4,4,2,0,3,8,7650,1920,775000
3,2,2,0,3,8,6047,1993,380000
3,1,1,0,3,7,8180,1959,550000
5,1,1,0,3,7,11232,1967,199900
3,1,1,0,5,7,5209,1908,329900
3,2,1,0,3,8,11060,1964,898000
4,2,1,0,5,8,12384,1970,875000
4,2,2,0,3,9,7956,2005,375000
3,2,2,0,3,8,5091,2004,365000
4,2,1,0,4,7,2850,1930,530000
3,1,1,0,4,6,5200,1969,225500
4,2,1,0,3,8,7000,1969,318000
4,2,2,0,4,9,9798,1986,910000
3,1,1,0,4,7,18730,1943,207000
5,3,2,0,3,11,17935,2004,18867000000
6,3,1,0,4,8,31920,1980,624500
3,2,2,0,3,8,1553,2007,640000
3,2,2,0,3,8,65340,1986,500000
5,1,1,0,4,7,8970,1966,390000
3,2,1,0,3,7,2050,2003,284000
3,2,1,0,4,8,41343,1988,620000
3,2,2,0,3,8,5702,2008,306000
4,1,1,0,3,8,12039,1978,495000
3,2,2,0,3,7,12753,2001,499950
3,1,1,0,3,7,10563,1969,330000
3,2,1,0,5,7,5820,1944,665000
3,2,2,0,3,8,2387,1920,850000
4,2,2,0,4,8,6318,1988,599950
4,2,2,0,3,8,9143,1992,360000
3,2,2,0,3,9,5497,2001,699000
3,1,1,0,5,6,8100,1945,475000
3,2,2,0,3,8,435600,1992,575000
2,1,2,0,3,7,844,2005,345000
4,2,2,0,3,8,9500,1989,367950
3,2,2,0,3,8,11400,1984,374500
4,2,2,0,3,8,8100,1992,607500
3,1,1,0,4,7,9800,1971,374000
3,1,1,0,3,7,6947,1947,390000
4,3,2,0,3,9,5339,2004,705000
3,2,2,0,3,8,4978,2004,467000
3,3,1,0,3,6,7794,1981,243500
3,2,2,0,3,10,1850,2011,593000
3,1,1,0,3,6,7980,1961,223000
4,2,2,0,3,9,10179,2003,574000
3,2,1,0,3,7,11305,1986,400000
4,2,1,0,4,8,70131,1962,772000
3,1,1,0,4,7,10450,1964,593777
4,3,2,0,4,8,5722,1997,539500
3,2,2,0,3,8,2625,2006,550000
2,2,1,0,3,8,10856,1952,265000
3,1,1,0,3,7,9350,1979,428000
3,2,1,0,5,7,8375,1951,505000
5,5,2,0,3,11,12637,2001,925000
3,1,1,0,3,8,15344,1968,230000
4,2,2,0,3,10,9990,1990,695000
4,2,2,0,3,9,7857,2004,700000
3,1,1,0,3,7,2800,1914,712500
3,2,2,0,3,8,4692,2005,480000
3,2,1,0,4,7,8424,1968,470000
3,1,1,0,3,7,15003,1980,335000
3,1,1,0,3,7,7907,1970,270000
5,3,1,0,3,8,67475,1981,810000
3,3,3,0,3,8,954,2006,589000
2,1,1,0,3,7,4558,1951,415000
4,2,1,0,3,7,13200,1979,197000
3,1,1,0,4,7,7600,1971,235500
3,2,2,0,3,8,1840,2008,460000
5,1,1,0,4,8,4947,1955,572500
5,2,1,0,4,7,9629,1960,302000
3,2,2,0,4,10,8630,1990,870000
3,1,1,0,3,7,5758,1939,485000
3,2,1,0,3,7,7526,1968,240000
3,1,1,0,3,7,7215,1967,383000
4,2,1,0,3,8,5080,1903,750000
2,1,1,0,5,6,5125,1944,409950
3,1,1,0,3,7,23819,1953,246000
4,1,2,0,5,7,4500,1937,860000
3,2,2,0,4,7,12295,1985,339950
5,1,1,0,4,7,8100,1956,315000
3,2,2,0,3,9,4636,2006,698000
2,2,2,0,4,8,2034,1985,419000
3,1,1,0,3,7,10140,1969,372000
3,2,2,0,3,7,4709,2003,425000
3,2,1,0,3,8,8036,1963,386500
2,1,1,0,3,5,7312,1942,348000
5,3,2,0,3,10,15305,1978,754000
4,3,2,0,4,7,7309,1944,269950
3,2,2,0,4,10,20785,1991,891500
4,1,1,0,5,7,5000,1903,349950
2,1,1,0,3,7,81892,1956,360000
4,2,2,0,4,8,15482,1925,975000
4,2,1,0,5,7,3844,1928,449250
4,2,2,0,3,7,3850,2006,350000
4,1,1,0,4,7,6137,1911,790000
3,1,1,0,4,9,24586,1983,990000
3,2,2,0,3,9,4089,1983,834000
3,1,1,0,3,7,3880,1963,466950
3,1,1,0,5,7,26831,1908,262500
4,2,2,0,3,10,14550,1987,762300
6,2,1,0,3,8,5000,1962,733000
4,2,1,0,3,7,17279,1957,439000
5,3,2,0,4,10,7019,1927,1.16e+006
